X,Y,Z
-8371.24,-5962.78,-709.798
-8326.67,-5964.41,-695.325
-8282.59,-5965.37,-680.840
-8239.01,-5965.69,-666.346
-8195.93,-5965.37,-651.849
-8153.35,-5964.44,-637.351
-8111.28,-5962.90,-622.856
-8069.73,-5960.77,-608.367
-8028.69,-5958.07,-593.889
-7988.17,-5954.80,-579.423
-7948.16,-5950.99,-564.973
-7908.69,-5946.64,-550.542
-7869.73,-5941.77,-536.133
-7831.30,-5936.40,-521.747
-7793.40,-5930.53,-507.388
-7756.02,-5924.19,-493.057
-7719.18,-5917.37,-478.757
-7682.86,-5910.11,-464.490
-7647.07,-5902.40,-450.258
-7611.81,-5894.27,-436.062
-7577.07,-5885.72,-421.905
-7542.86,-5876.77,-407.787
-7509.18,-5867.42,-393.710
-7476.02,-5857.70,-379.675
-7443.39,-5847.62,-365.685
-7411.28,-5837.18,-351.738
-7379.68,-5826.40,-337.837
-7348.61,-5815.28,-323.983
-7318.05,-5803.85,-310.176
-7288.01,-5792.11,-296.417
-7258.47,-5780.06,-282.706
-7229.45,-5767.74,-269.045
-7200.93,-5755.13,-255.433
-7172.91,-5742.26,-241.870
-7145.40,-5729.13,-228.358
-7118.38,-5715.75,-214.896
-7091.86,-5702.14,-201.484
-7065.82,-5688.30,-188.122
-7040.27,-5674.25,-174.810
-7015.21,-5659.98,-161.549
-6990.63,-5645.51,-148.337
-6966.52,-5630.86,-135.175
-6942.88,-5616.02,-122.063
-6919.71,-5601.00,-108.999
-6897.01,-5585.83,-95.9841
-6874.77,-5570.49,-83.0171
-6852.98,-5555.00,-70.0976
-6831.65,-5539.37,-57.2249
-6810.76,-5523.61,-44.3986
-6790.32,-5507.72,-31.6179
-6770.32,-5491.71,-18.8821
-6750.75,-5475.59,-6.19038
-6731.62,-5459.36,6.45801
-6712.91,-5443.04,19.0639
-6694.63,-5426.62,31.6283
-6676.76,-5410.11,44.1519
-6659.31,-5393.53,56.6358
-6642.26,-5376.87,69.0810
-6625.62,-5360.15,81.4885
-6609.38,-5343.36,93.8592
-6593.54,-5326.51,106.194
-6578.09,-5309.62,118.495
-6563.03,-5292.68,130.762
-6548.35,-5275.70,142.997
-6534.05,-5258.68,155.201
-6520.12,-5241.64,167.375
-6506.56,-5224.57,179.520
-6493.37,-5207.48,191.638
-6480.54,-5190.38,203.729
-6468.07,-5173.26,215.795
-6455.94,-5156.14,227.838
-6444.17,-5139.02,239.858
-6432.74,-5121.89,251.857
-6421.65,-5104.78,263.836
-6410.90,-5087.67,275.797
-6400.48,-5070.58,287.740
-6390.38,-5053.51,299.668
-6380.61,-5036.45,311.581
-6371.15,-5019.43,323.481
-6362.01,-5002.43,335.369
-6353.18,-4985.46,347.247
-6344.66,-4968.53,359.116
-6336.44,-4951.64,370.977
-6328.52,-4934.79,382.832
-6320.89,-4917.98,394.682
-6313.56,-4901.22,406.528
-6306.51,-4884.52,418.373
-6299.74,-4867.86,430.217
-6293.25,-4851.27,442.062
-6287.04,-4834.73,453.909
-6281.10,-4818.25,465.759
-6275.43,-4801.84,477.615
-6270.02,-4785.50,489.477
-6264.87,-4769.23,501.347
-6259.98,-4753.03,513.226
-6255.34,-4736.90,525.116
-6250.95,-4720.85,537.018
-6246.81,-4704.88,548.933
-6242.91,-4688.99,560.863
-6239.25,-4673.19,572.810
-6235.83,-4657.47,584.774
-6232.63,-4641.84,596.757
-6229.67,-4626.30,608.761
-6226.93,-4610.85,620.787
-6224.42,-4595.50,632.836
-6222.12,-4580.24,644.909
-6220.04,-4565.09,657.009
-6218.17,-4550.03,669.135
-6216.51,-4535.07,681.291
-6215.05,-4520.22,693.477
-6213.80,-4505.47,705.694
-6212.75,-4490.83,717.943
-6211.89,-4476.30,730.227
-6211.23,-4461.88,742.546
-6210.76,-4447.57,754.902
-6210.48,-4433.38,767.296
-6210.37,-4419.30,779.730
-6210.46,-4405.34,792.203
-6210.71,-4391.51,804.719
-6211.15,-4377.79,817.278
-6211.75,-4364.19,829.881
-6212.53,-4350.72,842.530
-6213.47,-4337.38,855.225
-6214.58,-4324.16,867.969
-6215.85,-4311.07,880.762
-6217.27,-4298.11,893.605
-6218.85,-4285.29,906.500
-6220.58,-4272.60,919.448
-6222.46,-4260.04,932.450
-6224.49,-4247.62,945.506
-6226.66,-4235.34,958.619
-6228.97,-4223.20,971.789
-6231.42,-4211.20,985.017
-6234.01,-4199.34,998.305
-6236.72,-4187.63,1011.65
-6239.57,-4176.06,1025.06
-6242.55,-4164.64,1038.53
-6245.65,-4153.37,1052.07
-6248.87,-4142.25,1065.67
-6252.21,-4131.29,1079.33
-6255.66,-4120.47,1093.07
-6259.23,-4109.81,1106.86
-6262.91,-4099.31,1120.73
-6266.70,-4088.97,1134.67
-6270.59,-4078.78,1148.67
-6274.59,-4068.76,1162.75
-6278.68,-4058.90,1176.89
-6282.88,-4049.20,1191.11
-6287.16,-4039.67,1205.40
-6291.54,-4030.31,1219.77
-6296.01,-4021.12,1234.21
-6300.57,-4012.09,1248.72
-6305.20,-4003.24,1263.31
-6309.92,-3994.56,1277.97
-6314.72,-3986.06,1292.71
-6319.59,-3977.73,1307.53
-6324.54,-3969.58,1322.43
-6329.55,-3961.61,1337.40
-6334.64,-3953.82,1352.45
-6339.78,-3946.21,1367.58
-6344.99,-3938.79,1382.79
-6350.26,-3931.56,1398.08
-6355.58,-3924.51,1413.44
-6360.96,-3917.65,1428.89
-6366.39,-3910.98,1444.42
-6371.86,-3904.50,1460.02
-6377.38,-3898.22,1475.71
-6382.94,-3892.13,1491.48
-6388.55,-3886.24,1507.32
-6394.18,-3880.55,1523.25
-6399.86,-3875.06,1539.25
-6405.56,-3869.77,1555.34
-6411.29,-3864.68,1571.51
-6417.04,-3859.80,1587.75
-6422.82,-3855.12,1604.07
-6428.61,-3850.65,1620.48
-6434.43,-3846.40,1636.96
-6440.25,-3842.35,1653.51
-6446.09,-3838.51,1670.15
-6451.93,-3834.89,1686.86
-6457.78,-3831.49,1703.65
-6463.63,-3828.30,1720.52
-6469.47,-3825.33,1737.45
-6475.31,-3822.58,1754.47
-6481.15,-3820.05,1771.55
-6486.97,-3817.74,1788.71
-6492.78,-3815.66,1805.94
-6498.58,-3813.81,1823.24
-6504.35,-3812.18,1840.61
-6510.10,-3810.78,1858.05
-6515.83,-3809.62,1875.56
-6521.52,-3808.68,1893.13
-6527.19,-3807.98,1910.76
-6532.82,-3807.51,1928.46
-6538.41,-3807.27,1946.22
-6543.96,-3807.28,1964.04
-6549.46,-3807.52,1981.92
-6554.92,-3808.00,1999.85
-6560.33,-3808.72,2017.85
-6565.68,-3809.69,2035.89
-6570.97,-3810.89,2053.99
-6576.21,-3812.34,2072.13
-6581.38,-3814.04,2090.32
-6586.49,-3815.98,2108.56
-6591.53,-3818.17,2126.85
-6596.49,-3820.61,2145.17
-6601.38,-3823.29,2163.54
-6606.19,-3826.23,2181.94
-6610.92,-3829.42,2200.37
-6615.56,-3832.86,2218.84
-6620.12,-3836.55,2237.33
-6624.59,-3840.50,2255.86
-6628.96,-3844.70,2274.41
-6633.23,-3849.15,2292.98
-6637.40,-3853.86,2311.56
-6641.47,-3858.82,2330.17
-6645.44,-3864.04,2348.79
-6649.29,-3869.52,2367.41
-6653.03,-3875.26,2386.05
-6656.66,-3881.25,2404.69
-6660.17,-3887.50,2423.32
-6663.55,-3894.01,2441.96
-6666.82,-3900.77,2460.59
-6669.95,-3907.79,2479.21
-6672.96,-3915.08,2497.82
-6675.83,-3922.62,2516.41
-6678.57,-3930.41,2534.99
-6681.17,-3938.47,2553.54
-6683.63,-3946.78,2572.06
-6685.95,-3955.35,2590.55
-6688.12,-3964.18,2609.01
-6690.14,-3973.26,2627.43
-6692.01,-3982.60,2645.80
-6693.73,-3992.19,2664.13
-6695.28,-4002.04,2682.41
-6696.68,-4012.14,2700.64
-6697.92,-4022.50,2718.80
-6699.00,-4033.10,2736.91
-6699.91,-4043.96,2754.95
-6700.65,-4055.07,2772.91
-6701.22,-4066.43,2790.80
-6701.62,-4078.03,2808.62
-6701.84,-4089.88,2826.34
-6701.89,-4101.98,2843.98
-6701.75,-4114.32,2861.53
-6701.44,-4126.90,2878.98
-6700.94,-4139.72,2896.33
-6700.26,-4152.78,2913.57
-6699.39,-4166.08,2930.70
-6698.34,-4179.61,2947.71
-6697.09,-4193.37,2964.61
-6695.65,-4207.37,2981.38
-6694.03,-4221.59,2998.02
-6692.20,-4236.04,3014.53
-6690.18,-4250.72,3030.89
-6687.97,-4265.61,3047.12
-6685.55,-4280.73,3063.20
-6682.94,-4296.06,3079.12
-6680.12,-4311.61,3094.89
-6677.11,-4327.36,3110.50
-6673.89,-4343.33,3125.94
-6670.47,-4359.50,3141.20
-6666.84,-4375.87,3156.30
-6663.01,-4392.45,3171.21
-6658.98,-4409.22,3185.94
-6654.73,-4426.18,3200.47
-6650.29,-4443.33,3214.81
-6645.63,-4460.67,3228.96
-6640.77,-4478.19,3242.90
-6635.70,-4495.89,3256.63
-6630.43,-4513.77,3270.15
-6624.94,-4531.82,3283.45
-6619.25,-4550.03,3296.53
-6613.35,-4568.41,3309.38
-6607.25,-4586.95,3322.00
-6600.94,-4605.65,3334.39
-6594.42,-4624.50,3346.54
-6587.70,-4643.49,3358.44
-6580.77,-4662.63,3370.10
-6573.63,-4681.91,3381.51
-6566.29,-4701.32,3392.66
-6558.75,-4720.87,3403.55
-6551.01,-4740.54,3414.18
-6543.07,-4760.33,3424.54
-6534.92,-4780.23,3434.62
-6526.58,-4800.25,3444.44
-6518.03,-4820.38,3453.97
-6509.30,-4840.61,3463.22
-6500.36,-4860.93,3472.18
-6491.24,-4881.35,3480.86
-6481.92,-4901.85,3489.24
-6472.41,-4922.44,3497.33
-6462.71,-4943.10,3505.11
-6452.83,-4963.84,3512.59
-6442.76,-4984.64,3519.77
-6432.50,-5005.51,3526.64
-6422.07,-5026.43,3533.19
-6411.46,-5047.40,3539.43
-6400.67,-5068.42,3545.36
-6389.71,-5089.47,3550.96
-6378.57,-5110.57,3556.24
-6367.27,-5131.69,3561.20
-6355.80,-5152.83,3565.83
-6344.16,-5174.00,3570.13
-6332.37,-5195.17,3574.10
-6320.41,-5216.36,3577.73
-6308.30,-5237.55,3581.03
-6296.03,-5258.73,3583.99
-6283.62,-5279.90,3586.62
-6271.06,-5301.06,3588.90
-6258.35,-5322.20,3590.84
-6245.50,-5343.31,3592.44
-6232.52,-5364.40,3593.70
-6219.40,-5385.44,3594.61
-6206.15,-5406.44,3595.17
-6192.77,-5427.40,3595.39
-6179.27,-5448.29,3595.26
-6165.65,-5469.13,3594.78
-6151.91,-5489.91,3593.95
-6138.05,-5510.61,3592.77
-6124.09,-5531.24,3591.24
-6110.02,-5551.79,3589.36
-6095.84,-5572.25,3587.14
-6081.57,-5592.62,3584.56
-6067.20,-5612.89,3581.64
-6052.74,-5633.06,3578.36
-6038.19,-5653.11,3574.74
-6023.56,-5673.06,3570.77
-6008.85,-5692.88,3566.45
-5994.07,-5712.58,3561.79
-5979.21,-5732.16,3556.78
-5964.28,-5751.59,3551.43
-5949.30,-5770.89,3545.74
-5934.25,-5790.04,3539.70
-5919.15,-5809.05,3533.32
-5903.99,-5827.89,3526.61
-5888.79,-5846.58,3519.56
-5873.55,-5865.11,3512.17
-5858.27,-5883.46,3504.45
-5842.95,-5901.64,3496.40
-5827.60,-5919.64,3488.02
-5812.23,-5937.46,3479.32
-5796.84,-5955.09,3470.29
-5781.42,-5972.54,3460.94
-5766.00,-5989.78,3451.27
-5750.56,-6006.82,3441.28
-5735.13,-6023.66,3430.98
-5719.69,-6040.29,3420.37
-5704.25,-6056.71,3409.46
-5688.82,-6072.91,3398.23
-5673.41,-6088.89,3386.71
-5658.01,-6104.65,3374.89
-5642.63,-6120.18,3362.77
-5627.28,-6135.47,3350.37
-5611.95,-6150.53,3337.67
-5596.66,-6165.36,3324.70
-5581.41,-6179.94,3311.44
-5566.20,-6194.28,3297.91
-5551.03,-6208.37,3284.10
-5535.91,-6222.20,3270.03
-5520.85,-6235.79,3255.69
-5505.84,-6249.12,3241.09
-5490.90,-6262.19,3226.24
-5476.02,-6274.99,3211.14
-5461.21,-6287.54,3195.79
-5446.47,-6299.81,3180.20
-5431.82,-6311.82,3164.37
-5417.24,-6323.56,3148.30
-5402.75,-6335.02,3132.01
-5388.34,-6346.21,3115.50
-5374.03,-6357.12,3098.76
-5359.82,-6367.76,3081.81
-5345.70,-6378.11,3064.65
-5331.69,-6388.18,3047.29
-5317.78,-6397.97,3029.73
-5303.99,-6407.48,3011.97
-5290.31,-6416.70,2994.02
-5276.74,-6425.63,2975.89
-5263.30,-6434.27,2957.58
-5249.98,-6442.63,2939.10
-5236.79,-6450.70,2920.44
-5223.72,-6458.48,2901.62
-5210.79,-6465.97,2882.64
-5198.00,-6473.17,2863.51
-5185.35,-6480.07,2844.23
-5172.84,-6486.69,2824.81
-5160.47,-6493.02,2805.24
-5148.26,-6499.05,2785.55
-5136.19,-6504.80,2765.72
-5124.28,-6510.25,2745.78
-5112.53,-6515.42,2725.71
-5100.93,-6520.30,2705.54
-5089.50,-6524.88,2685.26
-5078.23,-6529.18,2664.87
-5067.12,-6533.19,2644.39
-5056.19,-6536.92,2623.82
-5045.43,-6540.36,2603.16
-5034.84,-6543.52,2582.42
-5024.43,-6546.39,2561.60
-5014.19,-6548.98,2540.71
-5004.14,-6551.30,2519.76
-4994.27,-6553.33,2498.74
-4984.58,-6555.09,2477.67
-4975.08,-6556.57,2456.55
-4965.77,-6557.77,2435.38
-4956.64,-6558.71,2414.17
-4947.71,-6559.38,2392.92
-4938.97,-6559.77,2371.65
-4930.43,-6559.91,2350.34
-4922.08,-6559.78,2329.01
-4913.93,-6559.39,2307.66
-4905.98,-6558.74,2286.30
-4898.23,-6557.83,2264.93
-4890.68,-6556.67,2243.56
-4883.33,-6555.26,2222.18
-4876.19,-6553.60,2200.81
-4869.25,-6551.70,2179.45
-4862.52,-6549.55,2158.10
-4856.00,-6547.17,2136.76
-4849.68,-6544.54,2115.45
-4843.57,-6541.69,2094.16
-4837.68,-6538.60,2072.90
-4831.99,-6535.29,2051.67
-4826.52,-6531.75,2030.48
-4821.26,-6527.99,2009.32
-4816.21,-6524.01,1988.21
-4811.37,-6519.82,1967.15
-4806.75,-6515.42,1946.13
-4802.34,-6510.81,1925.17
-4798.15,-6505.99,1904.27
-4794.17,-6500.98,1883.42
-4790.40,-6495.77,1862.64
-4786.85,-6490.36,1841.92
-4783.52,-6484.77,1821.28
-4780.41,-6478.99,1800.70
-4777.51,-6473.03,1780.20
-4774.82,-6466.89,1759.77
-4772.35,-6460.57,1739.42
-4770.10,-6454.09,1719.16
-4768.06,-6447.43,1698.98
-4766.24,-6440.62,1678.89
-4764.64,-6433.64,1658.88
-4763.25,-6426.51,1638.97
-4762.08,-6419.23,1619.15
-4761.12,-6411.81,1599.42
-4760.37,-6404.23,1579.79
-4759.85,-6396.52,1560.26
-4759.53,-6388.67,1540.83
-4759.43,-6380.70,1521.50
-4759.54,-6372.59,1502.27
-4759.87,-6364.36,1483.15
-4760.41,-6356.01,1464.14
-4761.16,-6347.54,1445.23
-4762.12,-6338.97,1426.43
-4763.29,-6330.28,1407.74
-4764.67,-6321.50,1389.16
-4766.26,-6312.61,1370.69
-4768.06,-6303.62,1352.33
-4770.07,-6294.55,1334.09
-4772.29,-6285.38,1315.96
-4774.72,-6276.14,1297.94
-4777.35,-6266.81,1280.04
-4780.18,-6257.41,1262.26
-4783.22,-6247.93,1244.59
-4786.47,-6238.39,1227.03
-4789.92,-6228.78,1209.59
-4793.57,-6219.11,1192.27
-4797.42,-6209.38,1175.06
-4801.47,-6199.61,1157.97
-4805.72,-6189.78,1140.99
-4810.17,-6179.91,1124.13
-4814.82,-6169.99,1107.39
-4819.67,-6160.04,1090.76
-4824.71,-6150.05,1074.24
-4829.95,-6140.04,1057.84
-4835.38,-6130.00,1041.56
-4841.01,-6119.93,1025.38
-4846.83,-6109.84,1009.32
-4852.84,-6099.74,993.367
-4859.04,-6089.63,977.527
-4865.43,-6079.51,961.797
-4872.01,-6069.38,946.176
-4878.78,-6059.25,930.663
-4885.73,-6049.12,915.257
-4892.87,-6039.00,899.957
-4900.19,-6028.89,884.761
-4907.70,-6018.79,869.669
-4915.39,-6008.70,854.680
-4923.26,-5998.63,839.791
-4931.31,-5988.59,825.002
-4939.55,-5978.57,810.311
-4947.96,-5968.58,795.717
-4956.54,-5958.62,781.219
-4965.31,-5948.69,766.814
-4974.25,-5938.81,752.501
-4983.36,-5928.96,738.278
-4992.65,-5919.16,724.144
-5002.11,-5909.41,710.098
-5011.75,-5899.71,696.136
-5021.55,-5890.06,682.258
-5031.52,-5880.47,668.462
-5041.66,-5870.94,654.745
-5051.97,-5861.47,641.106
-5062.44,-5852.07,627.542
-5073.08,-5842.73,614.053
-5083.88,-5833.47,600.635
-5094.85,-5824.28,587.286
-5105.98,-5815.17,574.005
-5117.27,-5806.14,560.790
-5128.72,-5797.20,547.637
-5140.32,-5788.34,534.545
-5152.09,-5779.57,521.512
-5164.01,-5770.89,508.536
-5176.09,-5762.30,495.613
-5188.32,-5753.81,482.742
-5200.71,-5745.43,469.920
-5213.24,-5737.14,457.145
-5225.93,-5728.96,444.414
-5238.77,-5720.89,431.726
-5251.76,-5712.93,419.076
-5264.90,-5705.08,406.464
-5278.18,-5697.35,393.886
-5291.61,-5689.74,381.340
-5305.18,-5682.25,368.823
-5318.90,-5674.88,356.332
-5332.76,-5667.65,343.865
-5346.76,-5660.54,331.420
-5360.90,-5653.56,318.993
-5375.17,-5646.72,306.581
-5389.59,-5640.01,294.183
-5404.14,-5633.45,281.795
-5418.83,-5627.03,269.414
-5433.65,-5620.75,257.038
-5448.60,-5614.62,244.663
-5463.68,-5608.65,232.287
-5478.89,-5602.82,219.907
-5494.24,-5597.15,207.521
-5509.70,-5591.64,195.124
-5525.30,-5586.30,182.714
-5541.01,-5581.11,170.288
-5556.85,-5576.09,157.844
-5572.82,-5571.24,145.377
-5588.90,-5566.57,132.886
-5605.09,-5562.06,120.366
-5621.41,-5557.74,107.816
-5637.84,-5553.59,95.2311
-5654.38,-5549.63,82.6089
-5671.04,-5545.85,69.9463
-5687.80,-5542.26,57.2399
-5704.68,-5538.86,44.4868
-5721.65,-5535.66,31.6835
-5738.74,-5532.65,18.8271
-5755.92,-5529.84,5.91410
-5773.21,-5527.23,-7.05860
-5790.59,-5524.82,-20.0943
-5808.08,-5522.62,-33.1963
-5825.65,-5520.64,-46.3678
-5843.32,-5518.86,-59.6123
-5861.08,-5517.30,-72.9330
-5878.93,-5515.96,-86.3332
-5896.86,-5514.84,-99.8163
-5914.87,-5513.94,-113.386
-5932.97,-5513.27,-127.045
-5951.14,-5512.83,-140.797
-5969.39,-5512.63,-154.645
-5987.72,-5512.66,-168.594
-6006.11,-5512.92,-182.645
-6024.57,-5513.43,-196.803
-6043.10,-5514.19,-211.072
-6061.68,-5515.19,-225.453
-6080.33,-5516.44,-239.952
-6099.03,-5517.94,-254.571
-6117.79,-5519.70,-269.314
-6136.59,-5521.72,-284.184
-6155.44,-5524.00,-299.185
-6174.33,-5526.55,-314.320
-6193.26,-5529.37,-329.593
-6212.23,-5532.46,-345.007
-6231.22,-5535.82,-360.565
-6250.25,-5539.46,-376.271
-6269.30,-5543.38,-392.128
-6288.36,-5547.58,-408.140
-6307.45,-5552.07,-424.310
-6326.54,-5556.85,-440.641
-6345.64,-5561.92,-457.137
-6364.75,-5567.29,-473.801
-6383.85,-5572.96,-490.636
-6402.94,-5578.93,-507.646
-6422.03,-5585.21,-524.834
-6441.09,-5591.79,-542.203
-6460.14,-5598.69,-559.757
-6479.16,-5605.90,-577.498
-6498.14,-5613.42,-595.429
-6517.09,-5621.27,-613.555
-6535.99,-5629.44,-631.876
-6554.85,-5637.94,-650.398
-6573.65,-5646.77,-669.122
-6592.39,-5655.93,-688.052
-6611.06,-5665.42,-707.191
-6629.66,-5675.25,-726.540
-6648.18,-5685.43,-746.103
-6666.61,-5695.94,-765.883
-6684.95,-5706.81,-785.882
-6703.19,-5718.02,-806.103
-6721.32,-5729.59,-826.548
-6739.34,-5741.51,-847.219
-6757.24,-5753.79,-868.119
-6775.01,-5766.43,-889.249
-6792.64,-5779.43,-910.613
-6810.13,-5792.80,-932.212
-6827.46,-5806.54,-954.047
-6844.64,-5820.64,-976.121
-6861.65,-5835.12,-998.436
-6878.48,-5849.97,-1020.99
-6895.13,-5865.20,-1043.79
-6911.58,-5880.81,-1066.84
-6927.84,-5896.80,-1090.13
-6943.88,-5913.17,-1113.66
-6959.70,-5929.93,-1137.45
-6975.29,-5947.07,-1161.48
-6990.65,-5964.60,-1185.76
-7005.75,-5982.53,-1210.29
-7020.60,-6000.84,-1235.08
-7035.19,-6019.54,-1260.11
-7049.49,-6038.64,-1285.39
-7063.51,-6058.14,-1310.92
-7077.23,-6078.03,-1336.71
-7090.65,-6098.32,-1362.74
-7103.75,-6119.00,-1389.02
-7116.52,-6140.08,-1415.54
-7128.95,-6161.57,-1442.32
-7141.04,-6183.45,-1469.34
-7152.76,-6205.73,-1496.60
-7164.12,-6228.41,-1524.10
-7175.09,-6251.49,-1551.85
-7185.67,-6274.96,-1579.83
-7195.85,-6298.84,-1608.05
-7205.62,-6323.11,-1636.50
-7214.96,-6347.78,-1665.18
-7223.86,-6372.85,-1694.09
-7232.32,-6398.31,-1723.22
-7240.32,-6424.17,-1752.58
-7247.84,-6450.42,-1782.15
-7254.89,-6477.06,-1811.93
-7261.45,-6504.08,-1841.92
-7267.50,-6531.50,-1872.12
-7273.03,-6559.30,-1902.51
-7278.04,-6587.48,-1933.10
-7282.51,-6616.04,-1963.88
-7286.43,-6644.97,-1994.85
-7289.79,-6674.28,-2025.99
-7292.58,-6703.96,-2057.30
-7294.79,-6734.01,-2088.79
-7296.40,-6764.42,-2120.43
-7297.41,-6795.18,-2152.22
-7297.81,-6826.30,-2184.16
-7297.57,-6857.78,-2216.23
-7296.70,-6889.59,-2248.44
-7295.18,-6921.75,-2280.78
-7293.01,-6954.24,-2313.22
-7290.16,-6987.06,-2345.78
-7286.64,-7020.21,-2378.43
-7282.43,-7053.67,-2411.18
-7277.52,-7087.45,-2444.00
-7271.90,-7121.53,-2476.90
-7265.56,-7155.91,-2509.86
-7258.50,-7190.59,-2542.87
-7250.70,-7225.55,-2575.92
-7242.16,-7260.79,-2609.01
-7232.86,-7296.30,-2642.11
-7222.81,-7332.07,-2675.23
-7211.98,-7368.10,-2708.35
-7200.38,-7404.38,-2741.46
-7187.99,-7440.89,-2774.55
-7174.81,-7477.64,-2807.61
-7160.83,-7514.60,-2840.62
-7146.04,-7551.78,-2873.57
-7130.44,-7589.16,-2906.46
-7114.03,-7626.74,-2939.27
-7096.79,-7664.50,-2971.98
-7078.72,-7702.43,-3004.59
-7059.82,-7740.53,-3037.08
-7040.08,-7778.78,-3069.44
-7019.49,-7817.17,-3101.66
-6998.07,-7855.70,-3133.72
-6975.79,-7894.34,-3165.61
-6952.65,-7933.10,-3197.32
-6928.67,-7971.96,-3228.84
-6903.82,-8010.90,-3260.14
-6878.12,-8049.92,-3291.23
-6851.55,-8089.00,-3322.08
-6824.12,-8128.14,-3352.67
-6795.83,-8167.32,-3383.01
-6766.68,-8206.52,-3413.07
-6736.66,-8245.75,-3442.85
-6705.78,-8284.97,-3472.31
-6674.05,-8324.19,-3501.47
-6641.45,-8363.38,-3530.29
-6608.00,-8402.54,-3558.77
-6573.69,-8441.65,-3586.89
-6538.53,-8480.71,-3614.64
-6502.52,-8519.69,-3642.01
-6465.68,-8558.58,-3668.98
-6427.99,-8597.37,-3695.54
-6389.47,-8636.05,-3721.67
-6350.11,-8674.61,-3747.38
-6309.94,-8713.02,-3772.63
-6268.95,-8751.28,-3797.42
-6227.15,-8789.38,-3821.73
-6184.55,-8827.30,-3845.56
-6141.15,-8865.02,-3868.89
-6096.97,-8902.53,-3891.71
-6052.01,-8939.83,-3914.01
-6006.28,-8976.89,-3935.77
-5959.79,-9013.71,-3956.99
-5912.55,-9050.26,-3977.65
-5864.58,-9086.54,-3997.74
-5815.87,-9122.54,-4017.25
-5766.45,-9158.23,-4036.17
-5716.32,-9193.62,-4054.49
-5665.50,-9228.67,-4072.20
-5614.01,-9263.39,-4089.30
-5561.84,-9297.75,-4105.76
-5509.02,-9331.75,-4121.59
-5455.56,-9365.37,-4136.76
-5401.48,-9398.60,-4151.29
-5346.78,-9431.43,-4165.15
-5291.49,-9463.85,-4178.34
-5235.62,-9495.84,-4190.84
-5179.19,-9527.38,-4202.67
-5122.20,-9558.48,-4213.80
-5064.68,-9589.12,-4224.23
-5006.65,-9619.28,-4233.95
-4948.12,-9648.96,-4242.96
-4889.10,-9678.14,-4251.26
-4829.63,-9706.81,-4258.84
-4769.71,-9734.97,-4265.69
-4709.36,-9762.60,-4271.81
-4648.60,-9789.69,-4277.19
-4587.45,-9816.24,-4281.84
-4525.93,-9842.22,-4285.75
-4464.06,-9867.64,-4288.91
-4401.85,-9892.49,-4291.33
-4339.33,-9916.74,-4293.01
-4276.52,-9940.41,-4293.93
-4213.44,-9963.47,-4294.11
-4150.10,-9985.93,-4293.54
-4086.53,-10007.8,-4292.22
-4022.75,-10029.0,-4290.16
-3958.77,-10049.6,-4287.34
-3894.63,-10069.5,-4283.78
-3830.33,-10088.8,-4279.48
-3765.91,-10107.4,-4274.43
-3701.37,-10125.4,-4268.64
-3636.75,-10142.7,-4262.12
-3572.06,-10159.4,-4254.87
-3507.33,-10175.4,-4246.88
-3442.57,-10190.7,-4238.17
-3377.81,-10205.3,-4228.75
-3313.06,-10219.3,-4218.60
-3248.35,-10232.5,-4207.75
-3183.71,-10245.1,-4196.20
-3119.14,-10257.0,-4183.95
-3054.67,-10268.1,-4171.01
-2990.32,-10278.6,-4157.39
-2926.12,-10288.4,-4143.09
-2862.07,-10297.5,-4128.13
-2798.21,-10305.9,-4112.51
-2734.55,-10313.6,-4096.24
-2671.11,-10320.5,-4079.33
-2607.92,-10326.8,-4061.79
-2544.98,-10332.4,-4043.62
-2482.33,-10337.3,-4024.85
-2419.97,-10341.5,-4005.47
-2357.93,-10345.0,-3985.50
-2296.23,-10347.8,-3964.96
-2234.88,-10349.9,-3943.85
-2173.90,-10351.4,-3922.18
-2113.31,-10352.1,-3899.96
-2053.13,-10352.2,-3877.22
-1993.37,-10351.6,-3853.95
-1934.05,-10350.4,-3830.18
-1875.19,-10348.5,-3805.91
-1816.80,-10345.9,-3781.16
-1758.90,-10342.7,-3755.94
-1701.50,-10338.8,-3730.27
-1644.61,-10334.3,-3704.15
-1588.26,-10329.1,-3677.61
-1532.45,-10323.4,-3650.65
-1477.19,-10317.0,-3623.29
-1422.51,-10310.0,-3595.55
-1368.41,-10302.4,-3567.43
-1314.91,-10294.3,-3538.96
-1262.01,-10285.5,-3510.14
-1209.73,-10276.2,-3480.99
-1158.08,-10266.3,-3451.52
-1107.06,-10255.8,-3421.76
-1056.69,-10244.8,-3391.71
-1006.98,-10233.3,-3361.38
-957.933,-10221.2,-3330.80
-909.557,-10208.6,-3299.97
-861.863,-10195.5,-3268.92
-814.855,-10182.0,-3237.65
-768.541,-10167.9,-3206.17
-722.927,-10153.4,-3174.51
-678.019,-10138.4,-3142.67
-633.820,-10123.0,-3110.68
-590.337,-10107.1,-3078.54
-547.573,-10090.8,-3046.26
-505.531,-10074.1,-3013.86
-464.215,-10057.0,-2981.36
-423.627,-10039.5,-2948.76
-383.770,-10021.6,-2916.08
-344.645,-10003.3,-2883.34
-306.253,-9984.74,-2850.53
-268.595,-9965.80,-2817.68
-231.671,-9946.53,-2784.80
-195.481,-9926.94,-2751.89
-160.025,-9907.05,-2718.98
